# tfrrs_meet	top_score	runner_score	tfrrs_location_raw   (ambiguous -> geocode pile)
23783	1.00	1.00	Loyola-New Orleans Merrero, LA, LA 70072
19146	1.00	1.00	Meriwether Golf Course Hillsboro, OR 97207
16680	1.00	1.00	Cole Acres Country Club Platteville, WI 53818
17794	1.00	1.00	Percy Warner Park Percy Warner Park Nashville, TN 37221
19244	1.00	1.00	Smith River Sports Complex Axton, VA
14664	1.00	1.00	Fenner Fields, Cazenovia, NY Cazenovia, NY 13035
16641	1.00	1.00	Grispin Golf Course (at Oglebay Resort) Wheeling, WV 26003
25343	1.00	1.00	Lake Buena Vista HS Orlando, FL 32836
25931	1.00	1.00	Thetford PO Box 190 Academy Road Thetford Academy, VT 05074
20213	1.00	1.00	Folsom Lake College Folsom, CA 95630
9303	1.00	1.00	Gracewil Golf Course Grand Rapids, MI 49544
12529	1.00	1.00	University of Maine College Ave Orono, ME 04469
12501	1.00	1.00	Montana Missoula, MT 59812
12120	1.00	1.00	Shadow Mountain Sparks, NV 89434
12116	1.00	1.00	Shadow Mountain Sparks, NV 89434
22645	1.00	1.00	Big Green Soccer Complez Lawton, OK
12119	1.00	1.00	Shadow Mountain Sparks, NV 89434
12958	1.00	1.00	Mingo Creek Park Finleyville, PA 15332
13092	1.00	1.00	Craig Ranch Regional Park North Las Vegas, NV 89154
14379	1.00	1.00	Castleton College Cross-Country Course Castleton, VT 05735
25245	1.00	1.00	Fred Poppe Regional Park Palm Bay, FL 32907
25234	1.00	1.00	CHAMBER CREEK REGIONAL PARK UNIVERSITY PLACE, WA 98466
12819	1.00	1.00	St. Vincent Latrobe, PA
12822	1.00	1.00	Southeast Polk HS, Pleasent Hill, IA Pleasant Hill, IA 50237
21610	1.00	1.00	Indian Rocks Christian Track Largo, FL 32312
24418	1.00	1.00	Central Noble 302 Cougar Court Albion, IN
26961	1.00	1.00	Cardinal Newman West Palm Beach, FL 33409
23640	1.00	1.00	South Country Regional Park Boca Raton, FL 34986
23060	1.00	1.00	Lower Woodland Park Seattle, WA 98117
12957	1.00	1.00	Mingo Creek Park Finleyville, PA 15332
16092	1.00	1.00	Yale Golf Course New Haven, CT 06042
19107	1.00	1.00	Bowling Green XC Course 1610 Stadium Drive Bowling Green, OH 43403
21260	1.00	1.00	The Farm - Taylor XC Course Upland, IN 46989
20661	1.00	1.00	Bartram Trail St. Johns, FL 32259
24469	1.00	1.00	Eastbrook HS Marion, IN 46953
26581	1.00	1.00	Plantation Heritage Plantation, FL 33317
26475	1.00	1.00	Owens Field Park 1401 Hamilton Blvd Columbia, SC 29205
25204	1.00	1.00	Clackamas Community College Oregon City, OR 97045
12950	1.00	1.00	Carleton Aboretum Northfield, MN 55057
26724	1.00	1.00	Alvirne High School 200 Derry Rd., Rte. 102 Hill House XC Course - Hudson, NH 03051
26745	1.00	1.00	Lincoln University Lincoln University, PA 19352
22020	1.00	1.00	Spoto High School Riverview, FL
21969	1.00	1.00	Oleta River State Park 16001 West SR-84 North Miami Beach, FL
21023	1.00	1.00	Lake Kristi 3933 Mobleys Bridge Road Grimesland, NC 27837.
27216	1.00	1.00	Van Cortlandt Park New York, NY 10471
25852	1.00	1.00	King's Academy West Palm Beach, FL
19167	1.00	1.00	Lewis XC Course Romeoville, IL 63044
13093	1.00	1.00	Craig Ranch Regional Park North Las Vegas, NV 89154
9830	1.00	1.00	Haverford Haverford, PA 19013
8269	1.00	1.00	Walsh University 2020 East Maple Street North Canton, OH 44720
18361	1.00	1.00	Concordia University - Wisconsin 12800 N. Lake Shore Dr Mequon, WI 53097
10769	1.00	1.00	Franciscan (Ohio) STEUBENVILLE, OH 43952
15628	1.00	1.00	University of West Florida Pensacola, FL 32514
15525	1.00	1.00	Florida Atlantic 12551 Glades Rd Boca Raton, FL 33431
25139	1.00	1.00	Owens Field Cross-Country Course 1600 Harden Street Columbia, SC 29205
26831	1.00	1.00	JBU XC Course 2000 W Villa View Dr Siloam Springs, AR 72761
18570	1.00	1.00	Wildhorse Golf Club Davis, CA 95616
27183	1.00	1.00	Faith Academy Mobile, AL 36608
27141	1.00	1.00	Michigan Ann Arbor, MI 48109
26259	1.00	1.00	Prairie View A&M University Prairie View, TX 77446
27092	1.00	1.00	Grambling Lincoln Parish Park Ruston, LA 71245
27088	1.00	1.00	Maine Maritime Academy West River Road Castine, ME 04901
26215	1.00	1.00	Eagle Park, Nashville Indiana P.O. Box 68 Nashville, IN 47448
26196	1.00	1.00	New Prairie HS New Carlisle, IN
13293	1.00	1.00	Crispin Golf Course- Oglebay Resort Wheeling, WV 26003
15563	1.00	1.00	Univ of the Ozarks Clarksville, AR
8457	1.00	1.00	Field of Dreams XC course One Willard Avenue Houghton, NY 14744
21125	1.00	1.00	Hillcrest Golf Course Findlay, OH 45840
25908	1.00	1.00	Norwich 158 Harmon Drive Northfield, VT 05663
21115	1.00	1.00	Highland Park 02703 Attleboro, MA 02703
20997	1.00	1.00	Bucknell West Fields Lewisburg, PA 17837
21700	1.00	1.00	Markham Park 16001 West SR-84 Sunrise, FL
8005	1.00	1.00	Saxl Park Bangor, ME 04401
25979	1.00	1.00	Dyer Park West Palm Beach, FL
26902	1.00	1.00	Michigan Tech Houghton, MI
15964	1.00	1.00	Vermont Burlington, VT 05405
22549	1.00	1.00	Arkansas 2300 Highland Batesville, AR 72501
26976	1.00	1.00	Central Park New York, NY 10031
25752	1.00	1.00	Salisbury Community Park XC Course Salisbury, NC 28147
8089	1.00	1.00	Oklahoma State Cross Country Course Stillwater, OK 74078
25851	1.00	1.00	King's Academy West Palm Beach, FL 33409
25799	1.00	1.00	Pollards Field 2000 W Villa View Dr Siloam Springs, AR 72761
26006	1.00	1.00	New Market Battlefield State Historical Park New Market, VA 22807
15306	1.00	1.00	Alumni XC 370 Lancaster Ave Haverford, PA 19041
8884	1.00	1.00	Carousel Park carousel park wilmington, DE 12345
25362	1.00	1.00	East Ridge High School 13322 Excalibur Rd Clermont, FL 34711
8569	1.00	1.00	Lamb's Creek Recreation Area Mansfield, PA 16933
8674	1.00	1.00	West Branch XC Course Lock Haven Athletic Complex Lock Haven, PA 17745
8694	1.00	1.00	Rosedale Park Pennington, NJ 08534
8435	1.00	1.00	Univ. of Ill. Arboretum Urbana, IL 12345
21975	1.00	1.00	Pine Crest West Fort Lauderdale, FL 33334
27150	1.00	1.00	New Hampshire Pelham, NH 03824
15708	1.00	1.00	Southern Illinois Carbondale, IL 62901
8601	1.00	1.00	Moccasin Bend Chattanooga, TN 37415
8510	1.00	1.00	Cardinal Hills Golf Course Liberty, MO 64068
8737	1.00	1.00	Six Flags Amusement Park Eureka, MO 63141
12191	1.00	1.00	Illinois-Chicago Chicago, IL 60608
12316	1.00	1.00	Balboa Park San Diego, CA 92314
8553	1.00	1.00	Palos Verdes Park Palos Verdes, CA 90274
21854	1.00	1.00	St. Paul's School Concord, NH
15434	1.00	1.00	Union Canal Tunnel Park Lebanon, PA 17046
15390	1.00	1.00	Pleasant Hills Golf Course 6012 South Mission Road Mount Pleasant, MI 48858
17773	1.00	1.00	Walter E. Long Lake Austin, TX
14972	1.00	1.00	Franciscan (Ohio) Steubenville, OH 43952
27011	1.00	1.00	Maine Maritime Academy West River Road Castine, ME 04901
26195	1.00	1.00	Sunset Hill Farm County Park 2125 Sout 11th Street Valparaiso, IN 46304
15834	1.00	1.00	Delaware Valley University Doylestown, PA
8857	1.00	1.00	Chain of Lakes Park- Titusville, FL Titusville, FL 32806
8669	1.00	1.00	Arkansas-Little Rock 3400 Rebsamen Park Rd Little Rock, AR 72202
16099	1.00	1.00	New Mexico Junior College Hobbs, NM 88240
12941	1.00	1.00	Fenner Fields, Cazenovia, NY Cazenovia, NY 13035
19213	1.00	1.00	UNM N. Campus Golf Course Albuquerque, NM 87131
15828	1.00	1.00	Classic Elites Soccer Complex 11600 Starcrest Dr. San Antonio, TX 78247
20487	1.00	1.00	TCA Campus Lake Worth, FL 33463
15011	1.00	1.00	Percy Warner Park Percy Warner Park Nashville, TN 37221
8542	1.00	1.00	Big Spring High School newville, PA 17013
10880	1.00	1.00	University of Idaho Moscow, ID 83843
10541	1.00	1.00	Avery Park 100 Avery Park Road Corvallis, OR 97330
9807	1.00	1.00	BA South Coumty Regional Park 12551 Glades Road Boca Raton, FL 33498
9021	1.00	1.00	Van Cortlandt Park in the Bronx Broadway & Vancortlandt Park South Bronx, NY 10462
9057	1.00	1.00	Delaware State Outreach and Research Facility Smyrna, DE 11223
21468	1.00	1.00	River Creek Golf Course Wichita Falls, TX
21457	1.00	1.00	Carlin Park Jupiter, FL 33458
7787	1.00	1.00	Freed-Hardeman University Cross-Country Course Henderson, TN 38340
8074	1.00	1.00	Embry-Riddle Cross Country Course 600 S. Clyde Morris Blvd. Daytona Beach, FL 32114
9286	1.00	1.00	St Vincent College Latrobe, PA 15650
9236	1.00	1.00	St. Michael's Colchester, VT 05446
6937	1.00	1.00	Shippensburg University Cross Country Shippensburg, PA 17257
8508	1.00	1.00	Union Canal Tunnel Park - Lebanon, PA Lebanon, PA 17046
18272	1.00	1.00	Wingate Wingate, NC
18333	1.00	1.00	Shelby Farms CC Course Memphis, TN 38112
22949	1.00	1.00	Ridge Community HS Davenport, FL
7274	1.00	1.00	A.N. Kyper Athletics Complex Pella, IA 50219
11631	1.00	1.00	Purdue Northwest Westville, IN
11562	1.00	1.00	Freedom Park(Charlotte,NC) City Not Supplied, NC
11643	1.00	1.00	TAMU Commerce Commerce, TX 75429
11377	1.00	1.00	Towson Towson, MD 21252
11439	1.00	1.00	San Gabriel Park Georgetown, TX 76513
11421	1.00	1.00	South County Regional Park Boca Raton, FL 33431
23476	1.00	1.00	Sperling Sports Complex Deland, FL 32724
11707	1.00	1.00	Hope College X-C Course (Ridge Point Church) Holland, MI 49424
12210	1.00	1.00	Illinois-Chicago Chicago, IL 60608
12232	1.00	1.00	Illinois-Chicago Chicago, IL 60608
12289	1.00	1.00	Ozarks Trails Clarksville, AR
15312	1.00	1.00	Percy Warner Park Percy Warner Park Nashville, TN 37221
16289	1.00	1.00	Fenner Fields, Cazenovia, NY Cazenovia, NY 13035
11921	1.00	1.00	Hosted by So. Wesleyan Univ in Central, SC Central, SC 29630
21636	1.00	1.00	Virginia Tech 185 Beamer Way Blacksburg, VA 24060
22526	1.00	1.00	Prescott High School Prescott, WI 54021
14251	1.00	1.00	Green Lane Fields The College of New Jersey Ewing, NJ 08628
19357	1.00	1.00	Sperling Sports Complex Deland, FL 32724
19445	1.00	1.00	South County Regional Park Boca Raton, FL 33431
19352	1.00	1.00	Whispering Pines Park Inverness, FL 34450
14439	1.00	1.00	Messiah College Mechanicsburg, PA 17055
21531	1.00	1.00	Winthrop University Farm Rock Hill, SC 29733
27265	1.00	1.00	NTC Park at Liberty Station 7250 Mesa College Drive San Diego, CA 92111
8714	1.00	1.00	Alumni Cross Country Course Haverford, PA 19041
19093	1.00	1.00	Lake Kristi 3933 Mobleys Bridge Road Grimesland, NC 27837.
19108	1.00	1.00	Ottawa Park Golf Course 1 Walden Drive Toledo, OH 43606
10810	1.00	1.00	Central Park, HB Huntington Beach, CA 92647
9025	1.00	1.00	Houston Houston, TX 77204
9007	1.00	1.00	East Lake Padden Ballingham, WA 98226
13232	1.00	1.00	Rebsamen Golf Course Little Rock, AR 72204
10698	1.00	1.00	Canyon, Texas Canyon, TX 79015
10775	1.00	1.00	Wingate University Wingate, NC
25066	1.00	1.00	Ronald C. Hoffmann Championship CC Course St. Lawrence University Canton, NY 13617
13719	1.00	1.00	Illinois-Springfield Springfield, IL 62703
14697	1.00	1.00	Bonelli Park San Dimas, CA 91740
8836	1.00	1.00	Wingate University Wingate, NC
8934	1.00	1.00	Max Cross Country Course Waverly, IA 50428
14663	1.00	1.00	Cotton wood Point Marion, KS 66062
13514	1.00	1.00	Misericordia East 42nd St Dallas, PA 18612
14816	1.00	1.00	Central Wyoming College Riverton, WY
13991	1.00	1.00	Oxnard College Oxnard, CA 93033
14977	1.00	1.00	Woodward Park Clovis, CA 12345
22351	1.00	1.00	Southeastern Baptist Youth Camp CC Course Greensburg, IN 47240
24291	1.00	1.00	Cowan HS Cowan, IN
13762	1.00	1.00	Virginia State Petersburg, VA 23806
26253	1.00	1.00	Fernandina Beach 435 Citrone Drive Fernandina Beach, FL 32304
14790	1.00	1.00	Downriver Golf Course 3225 N. Columbia Circle Spokane, WA 99205
18078	1.00	1.00	New Market Battlefield State Historical Park New Market, VA 22807
18063	1.00	1.00	Randolph 2500 Rivermont Avenue Lynchburg, VA 24503
24847	1.00	1.00	Prairie View Stadium FM 1098 Rd & University Dr Prairie View, TX 77446
21158	1.00	1.00	Alma College X-C Course (Shepherd High School XC Course) Alma, MI 48801
10577	1.00	1.00	Avery Park 100 Avery Park Road Corvallis, OR 97330
12406	1.00	1.00	Norfolk-Norwood HS Norfolk, NY 13668
12413	1.00	1.00	Mansfield University Mansfield, PA 16933
12475	1.00	1.00	Messiah College Mechanicsburg, PA 17055
17137	1.00	1.00	Whiteford Valley Golf Club Ottawa, MI 49267
25277	1.00	1.00	Saint Mary's College of California Moraga, CA 94605
20043	1.00	1.00	Gunstock Mountain Resort Gilford, NH 03246
20013	1.00	1.00	Markham Park 16001 West SR-84 Sunrise, FL
20012	1.00	1.00	Markham Park 16001 West SR-84 Sunrise, FL
15041	1.00	1.00	Hood College at Utica District Park Frederick, MD 21701
15249	1.00	1.00	Towson Towson, MD 21252
15345	1.00	1.00	Hayward Regional Shoreline Park 3010 W Winton Ave Hayward, CA 94545
15320	1.00	1.00	Abilene Christian Course Aibilene, TX 79697
15226	1.00	1.00	North Carolina Weslyan Rocky Mount, NC 27804
15481	1.00	1.00	Eastern Washington University - Cheney, Wash. Cheney, WA 99004
19090	1.00	1.00	Fisher Field Midland, MI 48640
20130	1.00	1.00	Lake Wilderness Park Maple Valley, WA 98042
13918	1.00	1.00	Champions Park XC Course 4401 S. Charleston Pike Springfield, OH 45505
13797	1.00	1.00	Clinton Heights Golf Course 2760 E. Twp. Rd. 122 Tiffin, OH 44883
20257	1.00	1.00	Hovander Homestead Park 5299 Nielsen Ave Ferndale, WA 98248
13519	1.00	1.00	Illinois Champaign, IL 61820
19256	1.00	1.00	Carleton Arb Northfield, MN 55057
19307	1.00	1.00	North Monument Valley Park 205 W Fontanero Colorado Springs, CO 80907
19258	1.00	1.00	Platteview Country Club Bellevue, NE 68123
19398	1.00	1.00	Carlin Park Jupiter, FL 33458
18079	1.00	1.00	Middleburg Orange Park , FL 32068
24817	1.00	1.00	Allegheny Athletic Fields Meadville, PA 16335
24527	1.00	1.00	DMACC 2006 S Ankeny Blvd Ankeny, IA 50023
24484	1.00	1.00	B&D Acres 3121 Hunington Furnace Road Tyrone, PA 16686
26492	1.00	1.00	Lake Kristi 3933 Mobleys Bridge Rd Grimesland, NC 27837
25829	1.00	1.00	Hopkinton Runners Society 63 Penacook Rd Hopkinton Fairgrounds - Hopkinton, NH, NH 03229
25616	1.00	1.00	Veterans Park Fort Myers, FL 33912
26291	1.00	1.00	Lake McKethan Recreation Area Brooksville, FL 34601
18895	1.00	1.00	Fenner Fields, Cazenovia, NY Cazenovia, NY 13035
27122	1.00	1.00	Bridger Creek Golf Course 2710 McIlhattan Rd, Bozeman, MT 59715
24311	1.00	1.00	South County Regional Park Boca Raton , FL 33334
24355	1.00	1.00	New Mexico Highlands Las Vegas, NM 87701
27214	1.00	1.00	John Hunt Cross Country Park Huntsville, AL
8904	1.00	1.00	Colorado Mesa Grand Junction, CO 81501
12118	1.00	1.00	Shadow Mountain Sparks, NV 89434
13928	1.00	1.00	Hopkinton State Fairgrounds Hopkinton, NH 03229
14924	1.00	1.00	Avery Park 100 Avery Park Road Corvallis, OR 97330
8641	1.00	1.00	Mason Park, Irvine Irvine, CA 92612
9341	1.00	1.00	Central College Pella, IA 50428
9351	1.00	1.00	Van Cortlandt Park - Bronx, NY New York City, NY 06042
16507	1.00	1.00	CERAland Park 3989 S. 525 E. Columbus, IN 47203
8138	1.00	1.00	John Rudy County Park York, PA 17406
20437	1.00	1.00	Youthtowne Moon Township, PA
9199	1.00	1.00	Central College Pella, IA 50428
27206	1.00	1.00	Abraham Baldwin Agricultural College One Blue Devil Way Tifton, GA 32312
10960	1.00	1.00	Salisbury Community Park 935 Hurley School Rd Salisbury, NC, NC 28144
22475	1.00	1.00	Woodlawn Beach Middle School Gulf Breeze, FL 32566
25464	1.00	1.00	Hagerty 3225 Lockwood Boulevard Oviedo, FL 32765
8811	1.00	1.00	Corban University Salem, OR 97303
8486	1.00	1.00	Colorado Springs, CO Colorado Springs, CO 80918
12929	1.00	1.00	Montana Missoula, MT 59812
9670	1.00	1.00	Western Carolina University Cullowhee, NC 28723
19627	1.00	1.00	Indian Rocks Christian Track Largo, FL 32312
23475	1.00	1.00	Lakewood Ranch Bradenton, FL 34211
13122	1.00	1.00	Pleasant Ridge Park 8271 Barker Rd Girard, PA 16417
27157	1.00	1.00	Owens Field Park 1401 Hamilton Blvd Columbia, SC 29205
14731	1.00	1.00	Winthrop Farms Rock Hill, SC 29370
25459	1.00	1.00	RAM's XC Course Lake Mary, FL 32746
11770	1.00	1.00	Walsh University North Canton, OH 44720
15592	1.00	1.00	Country Club Shamrock, TX
21412	1.00	1.00	Indian River County Fairgrounds Vero Beach, FL 32963
10105	1.00	1.00	HOT Soccer Fields 6101 Airport Rd Waco, TX 76710
8858	1.00	1.00	University of North Florida Golf Course 1 Betty Holzendorf Drive Jacksonville, FL 32224
9760	1.00	1.00	Riverside Cross Country Course Riverside, CA 92501
10106	1.00	1.00	HOT Soccer Fields 6101 Airport Rd Waco, TX 76710
8258	1.00	1.00	Bridgewater College 402 E. College St. Bridgewater, VA 22812
27176	1.00	1.00	Valley Pine Country Club 901 Lasker Golf Course Rd Jackson, NC 27845
13095	1.00	1.00	Craig Ranch Regional Park North Las Vegas, NV 89154
16156	1.00	1.00	Carl Albert State College Poteau, OK 74932
9120	1.00	1.00	Berry College Rome, GA 30089
27172	1.00	1.00	Graham Creek Nature Preserve Gulf Shores, AL 36527
12024	1.00	1.00	St. Vincent Latrobe, PA
17528	1.00	1.00	Southeastern Louisiana University Hammond, LA 70403
26769	1.00	1.00	Grinnell College Golf Course, IA Grinnell, IA 50112
13096	1.00	1.00	Craig Ranch Regional Park North Ls Vegas, NV 89154
14578	1.00	1.00	Greene County Airport Waynesburg, PA
9309	1.00	1.00	Marion Reservoir Marion, KS 67579
8470	1.00	1.00	UMaine Univ of Maine Orono, ME 04469
8495	1.00	1.00	Shippensburg University Cross Country Shippensburg, PA 17257
25539	1.00	1.00	Bartram Trail St Johns, FL 32259
8824	1.00	1.00	Hope College X-C Course (West Ottawa Golf Course) Holland, MI 49424
9053	1.00	1.00	Bloomsburg Bloomsburg, PA 17815
7926	1.00	1.00	Winthrop Univeristy Farm Course Rock Hill, SC 29732
8266	1.00	1.00	Iowa Western Community College Council Bluffs, IA 51503
14837	1.00	1.00	University Park Golf Club Muskegon, MI 49442
7985	1.00	1.00	University of Redlands Redlands, CA 92373
7981	1.00	1.00	Freedom Park - Charlotte, NC Charlotte, NC 28203
4191	1.00	1.00	Wayne State College Wayne, NE 48202
9386	1.00	1.00	San Gabriel Park Georgetown, TX 78626
25576	1.00	1.00	Fernandina Beach 2800 Bill Melton Rd Fernandina Beach, FL 32304
9110	1.00	1.00	Blue River CC Venue, Blue River Memorial Park 725 Lee Boulevard Shelbyville, IN 46176
9330	1.00	1.00	Texas A&M (Eastern Deadline) College Station, TX 77843
16643	1.00	1.00	Doane College XC Course Crete, NE 68372
10268	1.00	1.00	Shippensburg University Cross Country Shippensburg, PA 17257
10381	1.00	1.00	CIU Cross-Country Course Columbia, SC
10271	1.00	1.00	University of South Carolina 900 Clemson Rd Columbia, SC 29229
10400	1.00	1.00	Murray Park Cross-Country Course Murray, UT 84107
18791	1.00	1.00	Saratoga State Park SARATOGA SPRINGS, NY
9463	1.00	1.00	Central Arkansas 20 Kinley Dr Conway, AR
13937	1.00	1.00	Abilene Christian University Abilene, TX 79602
19477	1.00	1.00	Shorewood Cross Country Course Green Bay, WI 54115
12940	1.00	1.00	USC Aiken Pacer Path & Campus Aiken, SC
4297	1.00	1.00	UMaine Univ of Maine Orono, ME 04469
8743	1.00	1.00	Rivier Nashua, NH
20166	1.00	1.00	Hammock Park Hammock Park Dunedin , FL
8298	1.00	1.00	SUNY Plattsburgh Plattsburgh, NY 12901
11373	1.00	1.00	Wingate University 224 East Wilson St. Wingate, NC 28174
23540	1.00	1.00	Indian River County Fairgrounds Vero Beach, FL 32963
13431	1.00	1.00	Bethpage State Park Polo Field Garden City, NY 11530
10615	1.00	1.00	Indiana University Cross-Country Course Bloomington, IN 47408
10576	1.00	1.00	Avery Park 100 Avery Park Road Corvallis, OR 97330
10530	1.00	1.00	Lowes Creek County Park Eau Claire, WI 55441
22563	1.00	1.00	Quarry Lakes Regional Park Fremont, CA 94536
11906	1.00	1.00	Hopkinton State Fairgrounds Hopkinton, NH 03229
11909	1.00	1.00	Rosedale Park Pennington, NJ 08534
12183	1.00	1.00	Illinois-Chicago Chicago, IL 60608
12206	1.00	1.00	Illinois-Chicago Chicago, IL 60608
12117	1.00	1.00	Shadow Mountain Sparks, NV 89434
12197	1.00	1.00	Illinois-Chicago Chicago, IL 60608
21609	1.00	1.00	Indian Rocks Christian Track Largo, FL 32312
10798	1.00	1.00	Pole Green Park -- Richmond, VA 8996 Pole Green Park Lane Mechanicsville, VA 23116
12828	1.00	1.00	Delaware Valley University Doylestown, PA
11163	1.00	1.00	Avery Park 100 Avery Park Road Corvallis, OR 97330
11238	1.00	1.00	UW-Platteville Platteville, WI 53818
14702	1.00	1.00	The Max A. Mandel Municipal Golf Course 27700 FM 1472 Mines Road Laredo, TX 78045
25728	1.00	1.00	Crescent Lake Park 1320 5th St. N. St Petersburg, FL 32312
25100	1.00	1.00	Furman University Golf Course 400 N Hwy 25 Bypass Greenville, SC 29617
26962	1.00	1.00	Stony Creek Metropark 14500 E. Mile rd Shelby Twp., MI 48316
17728	1.00	1.00	Houghton College Field of Dreams XC Course Houghton, NY 14744
25370	1.00	1.00	South Lake High School Groveland, FL 34736
21336	1.00	1.00	Lake Mckethan Brooksville, FL
24766	1.00	1.00	Oak Ridge Park Hughesville, MD 20637
23665	1.00	1.00	King's Academy West Palm Beach, FL 33409
25930	1.00	1.00	Thetford PO Box 190 Academy Road Thetford Academy, VT 05074
13749	1.00	1.00	The Range--WTAMU Canyon, TX 79015
15701	1.00	1.00	Delaware Park Golf Course Buffalo, NY 14208
14220	1.00	1.00	Fun Valley Sports Complex 4401 W 4th Ave Hutchinson, KS 67501
20571	1.00	1.00	Ottawa Park Golf Course 2315 Walden Pond Toled, OH 43606
20512	1.00	1.00	Carlin Park Jupiter, FL 33458
14959	1.00	1.00	Bryant Univ. Campus Course Smithfield, RI 02917
16471	1.00	1.00	Angel Mounds Evansville, IN
24468	1.00	1.00	Texas A&M-CC Corpus Christi, TX 78412
27012	1.00	1.00	Cecil Field 13715 Lake Newman St Jacksonville, FL 32312
13971	1.00	1.00	Bluffton University Nature Preserve Bluffton, OH 45817
21974	1.00	1.00	Pine Crest West Fort Lauderdale, FL 33334
25444	1.00	1.00	Walters State CC 500 S Davy Crockett Pkwy Morristown, TN 37814
17220	1.00	1.00	Hillcrest Golf Course 800 Bigelow Ave Findlay, OH 45840
4082	1.00	1.00	Boling Park 1098 Marietta Hwy Canton, GA 30114
8622	1.00	1.00	Luther College Decorah, IA 50428
27002	1.00	1.00	Graham Creek Nature Preserve 1 Pride Dr. Foley, AL 36535
26749	1.00	1.00	Huntington University 450 MacGahan St. Huntington , IN 46750
26702	1.00	1.00	Arkansas Batesville, AR 72501
26742	1.00	1.00	Spruce Ridge Golf Club 26831 Dutch Settlement Rd. Dowagiac, MI 49047
24626	1.00	1.00	Out-of-Door Academy Sarasota, FL 34340
24029	1.00	1.00	Big Spring HS Newville, PA 17257
13782	1.00	1.00	McAlpine Creek Park Charlotte, NC
14340	1.00	1.00	Murray Park Cross-Country Course Murray, UT 84107
15944	1.00	1.00	Bethany Lutheran College Mankato, MN 56001
15992	1.00	1.00	Chamizal Memorial National Park, El Paso, TX 800 South Marcial St. ElPaso, TX 79905
8947	1.00	1.00	Glen Cannon Country Club 337 Glen Cannon Dr. Pisgah Forest, NC 28768
21696	1.00	1.00	Markham Park 16001 West SR-84 Sunrise, FL
17842	1.00	1.00	McDade Park Scranton, PA 18440
17851	1.00	1.00	Oberlin College North Fields 200 Woodland St Oberlin, OH 44074
27182	1.00	1.00	TRM Brewton, AL 36527
27212	1.00	1.00	Pomona-Pitzer Campus Course The Rains Center Claremont, CA 91711
27148	1.00	1.00	Lower Woodland Park Seattle, WA
25470	1.00	1.00	New Smyrna Beach 100 Barracuda Blvd. N. Smyrna Beach, FL 32169
19495	1.00	1.00	Twin Ponds on The Farm Montgomeryn, NY 10471
8489	1.00	1.00	Pecan Acres Park Nacogdoches, TX 75961
8964	1.00	1.00	Ronald C. Hoffmann Cross Country Course St. Lawrence University Park Street Canton, NY 13617
15146	1.00	1.00	Pole Green Park 8996 Pole Green Park Lane Mechanicsville, VA 23116
26135	1.00	1.00	Palisades Golf Course 2200 East Palisade Road Sterling, UT 84665
27149	1.00	1.00	Faith Academy Mobile, AL 36608
26073	1.00	1.00	Ouachita Baptist Cross Country Course Arkadelphia, AR
19551	1.00	1.00	Middle Georgia State Unviversity Fulton Mill Rd Macon, GA 31206
7924	1.00	1.00	Laurel Hill Plantation Mt Pleasant, SC 29466
14985	1.00	1.00	Crispin Golf Course- Oglebay Resort Wheeling, WV 26003
8284	1.00	1.00	Eagle Crest Golf Course Ypsilanti, MI 48197
9051	1.00	1.00	Gordon Cooper Technology Center, Shawnee, Ok Shawnee, OK 74804
14567	1.00	1.00	Carousel Farm Park 3700 Limestone Rd Wilmington, DE 19780
25649	1.00	1.00	Garret Mountain Reservation Woodland Park, NJ 07424
25754	1.00	1.00	West Orange 1625 Beulah Rd Winter Garden, FL 34787
8299	1.00	1.00	Delaware State University Dover, DE 19709
14902	1.00	1.00	Bucknell West Fields Lewisburg, PA 17837
8264	1.00	1.00	Gettysburg Gettysburg, PA 17522
9306	1.00	1.00	Western Carolina University Cullowee, NC 28723
9389	1.00	1.00	Camp Hoblitzelle Midlothian, TX 76065
8905	1.00	1.00	Quincie Douglas Park Tucson, AZ 85713
8708	1.00	1.00	Golden Gate Park, San Francisco, CA San Francisco, CA 94118
22988	1.00	1.00	Chambers Creek Regional Park 6320 Grandview Dr W. Univerity Place, WA 98467
6786	1.00	1.00	Hope College X-C Course (Ridge Point Church) Holland, MI 49424
8125	1.00	1.00	SUNY Plattsburgh Plattsburgh, NY 12901
8067	1.00	1.00	Pacific Lutheran Invitational 2015 TACOMA, WA 98447
7934	1.00	1.00	Rosedale Park Pennington, NJ 08534
25114	1.00	1.00	Blakeley Park Spanish Fort, AL 36527
26507	1.00	1.00	New Smyrna Beach 100 Barracuda Blvd. N. Smyrna Beach, FL 32169
9604	1.00	1.00	Troy State Track & Field Dothan, AL 36303
10604	1.00	1.00	Haverford Haverford, PA 19013
19683	1.00	1.00	Livingstone 935 Hurley School Road Salisbury, NC 28147
8806	1.00	1.00	Weston Lake Recreation Area Columbia , SC 29208
9329	1.00	1.00	Doane College Crete, NE 68333
8686	1.00	1.00	Rolling Acres Golf Club McPherson, KS 67530
9797	1.00	1.00	Indiana University Cross Country Course Bloomington, IN 47408
21460	1.00	1.00	Carlin Park Jupiter, FL 33458
27170	1.00	1.00	Faith Academy Mobile, AL 36608
15987	1.00	1.00	McDaniel College 2 College Hill Westminster, MD 21157
23593	1.00	1.00	Palo Corona Carmel Valley, CA 93924
