   19365         1  ov=     800  UNIFORM_NEG  n=  12 +0    -12   clean=0    iqr=  2.2  wrong snap, label too SHORT -> page-verify drafted value
  526794         1  ov=    1600  UNIFORM_NEG  n=  32 +0    -32   clean=0    iqr=  4.2  wrong snap, label too SHORT -> page-verify drafted value
  365131         1  ov=    1600  UNIFORM_NEG  n=  78 +0    -73   clean=5    iqr=  5.5  wrong snap, label too SHORT -> page-verify drafted value
   33425         1  ov=    1600  UNIFORM_NEG  n=  20 +0    -20   clean=0    iqr=  5.2  wrong snap, label too SHORT -> page-verify drafted value
  308334         1  ov=    1600  UNIFORM_POS  n=  22 +22   -0    clean=0    iqr=  4.4  check POOL/GENDER first (9308 lesson); else label too LONG
  474360         1  ov=    1600  UNIFORM_NEG  n=  12 +0    -12   clean=0    iqr=  5.3  wrong snap, label too SHORT -> page-verify drafted value
  580895         1  ov=    3200  UNIFORM_NEG  n=  13 +0    -13   clean=0    iqr=  5.3  wrong snap, label too SHORT -> page-verify drafted value
  260130         1  ov=    1600  UNIFORM_POS  n=  19 +17   -0    clean=2    iqr=  8.5  check POOL/GENDER first (9308 lesson); else label too LONG
  643424         1  ov=    1000  UNIFORM_NEG  n=  21 +0    -19   clean=2    iqr=  3.4  wrong snap, label too SHORT -> page-verify drafted value
  623298         1  ov=     800  UNIFORM_NEG  n=  14 +0    -13   clean=1    iqr=  6.1  wrong snap, label too SHORT -> page-verify drafted value
   41833         1  ov=    3200  UNIFORM_POS  n=  25 +24   -0    clean=1    iqr=  5.2  check POOL/GENDER first (9308 lesson); else label too LONG
   82735         2  ov=    3200  PARTIAL      n=  24 +16   -0    clean=8    iqr= 13.7  mixed content; label right for clean half -> per-result pins ONLY
  443139         1  ov=     800  UNIFORM_NEG  n=  16 +0    -12   clean=4    iqr=  3.7  wrong snap, label too SHORT -> page-verify drafted value
   67395         1  ov=    3000  BIMODAL      n=  64 +39   -15   clean=10   iqr= 30.9  merged races -> _RESULT_OVERRIDE split or _DISTANCE_DROP
  604074         1  ov=    1600  UNIFORM_NEG  n=  19 +0    -16   clean=3    iqr=  7.1  wrong snap, label too SHORT -> page-verify drafted value
  129681         2  ov=     800  UNIFORM_POS  n=  45 +30   -0    clean=15   iqr=  6.8  check POOL/GENDER first (9308 lesson); else label too LONG
  570806         1  ov=    1000  UNIFORM_NEG  n=  29 +1    -19   clean=9    iqr=  6.9  wrong snap, label too SHORT -> page-verify drafted value
   60084         1  ov=    3200  UNIFORM_POS  n= 101 +62   -0    clean=39   iqr=  4.5  check POOL/GENDER first (9308 lesson); else label too LONG
  313708         1  ov=    1600  UNCLEAR      n=  59 +44   -8    clean=7    iqr= 10.0  shape ambiguous -> read the full --dump
  142040         2  ov=    3200  UNIFORM_POS  n=  17 +11   -0    clean=6    iqr=  5.1  check POOL/GENDER first (9308 lesson); else label too LONG
  423756         1  ov=    1600  UNCLEAR      n=  12 +0    -6    clean=6    iqr=  4.6  shape ambiguous -> read the full --dump
  476970         2  ov= 1609.34  UNIFORM_NEG  n=  15 +0    -10   clean=5    iqr=  6.3  wrong snap, label too SHORT -> page-verify drafted value
  519936         1  ov=    5000  UNCLEAR      n=  63 +15   -0    clean=48   iqr=  4.6  shape ambiguous -> read the full --dump
  142040         1  ov=    3200  UNCLEAR      n=  12 +7    -0    clean=5    iqr=  5.5  shape ambiguous -> read the full --dump
   64369         1  ov=    3200  UNCLEAR      n=  77 +32   -0    clean=45   iqr=  4.8  shape ambiguous -> read the full --dump
  149289         1  ov=     800  BIMODAL      n=  19 +11   -3    clean=5    iqr=  7.1  merged races -> _RESULT_OVERRIDE split or _DISTANCE_DROP
  568948         4  ov= 1609.34  PARTIAL      n=  35 +0    -34   clean=1    iqr= 19.2  mixed content; label right for clean half -> per-result pins ONLY
  284156         2  ov=    1500  UNIFORM_NEG  n=  29 +0    -19   clean=10   iqr=  7.8  wrong snap, label too SHORT -> page-verify drafted value
  618924         3  ov=    3200  UNCLEAR      n=  16 +0    -8    clean=8    iqr=  6.2  shape ambiguous -> read the full --dump
  166430         1  ov=     800  UNCLEAR      n= 104 +25   -0    clean=79   iqr=  5.8  shape ambiguous -> read the full --dump
  619363         1  ov=     800  UNCLEAR      n=  31 +11   -0    clean=20   iqr=  2.8  shape ambiguous -> read the full --dump
  358033         1  ov=     800  UNCLEAR      n=  45 +0    -9    clean=36   iqr=  6.9  shape ambiguous -> read the full --dump
  309068         1  ov=    1600  UNCLEAR      n=  27 +1    -14   clean=12   iqr=  3.6  shape ambiguous -> read the full --dump
  125551         1  ov=     800  FEW_SPIKES   n=  96 +19   -0    clean=77   iqr=  3.5  row-level (cooked rows), not a label problem
  421655         2  ov=     800  FEW_SPIKES   n=  19 +2    -0    clean=17   iqr= 14.0  row-level (cooked rows), not a label problem
   83456         1  ov=    1600  UNCLEAR      n=  95 +28   -0    clean=67   iqr=  7.4  shape ambiguous -> read the full --dump
  427302         1  ov= 1609.34  PARTIAL      n=  46 +11   -4    clean=31   iqr= 15.1  mixed content; label right for clean half -> per-result pins ONLY
   83681         1  ov=    3200  UNCLEAR      n=  39 +12   -0    clean=27   iqr=  8.2  shape ambiguous -> read the full --dump
  517944         1  ov=     800  BIMODAL      n=  32 +13   -7    clean=12   iqr=  6.7  merged races -> _RESULT_OVERRIDE split or _DISTANCE_DROP
  340920         1  ov=    1600  UNIFORM_POS  n=  15 +9    -0    clean=6    iqr=  5.2  check POOL/GENDER first (9308 lesson); else label too LONG
  294417         1  ov=    1600  PARTIAL      n=  34 +0    -20   clean=14   iqr= 11.1  mixed content; label right for clean half -> per-result pins ONLY
  228535         4  ov=  2400.0  UNCLEAR      n=  26 +0    -9    clean=17   iqr=  5.1  shape ambiguous -> read the full --dump
   83674         1  ov=     800  UNCLEAR      n=  84 +27   -0    clean=57   iqr=  8.4  shape ambiguous -> read the full --dump
  404716         1  ov=    5000  UNCLEAR      n=  13 +0    -4    clean=9    iqr=  5.2  shape ambiguous -> read the full --dump
  368847         1  ov=     800  UNCLEAR      n=  30 +0    -12   clean=18   iqr=  6.8  shape ambiguous -> read the full --dump
  333487         1  ov=    1000  UNCLEAR      n=  20 +0    -4    clean=16   iqr=  4.6  shape ambiguous -> read the full --dump
  282721         1  ov=    1600  UNCLEAR      n= 111 +34   -0    clean=77   iqr=  7.7  shape ambiguous -> read the full --dump
   96471         1  ov=     800  UNCLEAR      n=  94 +28   -0    clean=66   iqr=  5.4  shape ambiguous -> read the full --dump
  478204         2  ov=     800  PARTIAL      n=  38 +0    -23   clean=15   iqr= 17.4  mixed content; label right for clean half -> per-result pins ONLY
  209107         1  ov=    1000  FEW_SPIKES   n=  68 +8    -0    clean=60   iqr=  4.7  row-level (cooked rows), not a label problem
  118143         1  ov=  1200.0  UNCLEAR      n= 134 +0    -43   clean=91   iqr=  8.5  shape ambiguous -> read the full --dump
   96443         1  ov=    1500  UNCLEAR      n=  78 +19   -0    clean=59   iqr=  6.3  shape ambiguous -> read the full --dump
  241030         1  ov=    3200  FEW_SPIKES   n=  57 +9    -0    clean=48   iqr=  7.1  row-level (cooked rows), not a label problem
   96484         1  ov=     800  UNCLEAR      n=  73 +17   -0    clean=56   iqr=  7.5  shape ambiguous -> read the full --dump
   67230         1  ov=    3200  UNCLEAR      n=  86 +33   -0    clean=53   iqr=  6.5  shape ambiguous -> read the full --dump
  446653         1  ov=    1500  PARTIAL      n=  22 +4    -0    clean=18   iqr= 11.3  mixed content; label right for clean half -> per-result pins ONLY
  432801         1  ov=    1600  UNIFORM_NEG  n=  17 +0    -13   clean=4    iqr=  9.9  wrong snap, label too SHORT -> page-verify drafted value
  422170         2  ov=     800  UNIFORM_NEG  n=  16 +0    -13   clean=3    iqr=  9.7  wrong snap, label too SHORT -> page-verify drafted value
  345251         1  ov=    1600  PARTIAL      n=  30 +20   -0    clean=10   iqr= 13.6  mixed content; label right for clean half -> per-result pins ONLY
  239227         1  ov=    3200  UNCLEAR      n=  84 +25   -0    clean=59   iqr=  8.2  shape ambiguous -> read the full --dump
  209096         1  ov=    3200  UNCLEAR      n=  88 +27   -0    clean=61   iqr=  6.3  shape ambiguous -> read the full --dump
  167757         1  ov=     800  UNCLEAR      n=  93 +23   -0    clean=70   iqr=  4.5  shape ambiguous -> read the full --dump
  259411         1  ov=    1600  UNCLEAR      n=  34 +0    -10   clean=24   iqr=  7.5  shape ambiguous -> read the full --dump
  183413         1  ov=    1600  FEW_SPIKES   n=  33 +0    -6    clean=27   iqr=  7.4  row-level (cooked rows), not a label problem
  156048         1  ov=     800  FEW_SPIKES   n=  18 +0    -2    clean=16   iqr=  9.8  row-level (cooked rows), not a label problem
   96453         1  ov=    3000  FEW_SPIKES   n=  73 +4    -0    clean=69   iqr=  5.2  row-level (cooked rows), not a label problem
  464195         1  ov=     800  UNCLEAR      n=  29 +0    -15   clean=14   iqr=  5.4  shape ambiguous -> read the full --dump
  448705         1  ov=  2400.0  PARTIAL      n=  35 +6    -0    clean=29   iqr= 10.6  mixed content; label right for clean half -> per-result pins ONLY
  243840         2  ov=     800  FEW_SPIKES   n=  21 +2    -0    clean=19   iqr=  8.3  row-level (cooked rows), not a label problem
  166419         1  ov=    3200  PARTIAL      n=  20 +3    -0    clean=17   iqr= 10.8  mixed content; label right for clean half -> per-result pins ONLY
  158783         3  ov=     800  UNCLEAR      n=  24 +0    -9    clean=15   iqr=  5.7  shape ambiguous -> read the full --dump
  140034         1  ov=    3200  FEW_SPIKES   n=  81 +15   -0    clean=66   iqr=  4.3  row-level (cooked rows), not a label problem
  111609         1  ov=    1600  FEW_SPIKES   n=  16 +0    -3    clean=13   iqr=  2.6  row-level (cooked rows), not a label problem
   96462         1  ov=     800  UNCLEAR      n=  80 +16   -0    clean=64   iqr=  5.3  shape ambiguous -> read the full --dump
   69290         1  ov=     800  UNCLEAR      n=  64 +0    -20   clean=44   iqr=  8.0  shape ambiguous -> read the full --dump
  535084         1  ov=     800  UNCLEAR      n=  32 +0    -14   clean=18   iqr=  7.8  shape ambiguous -> read the full --dump
  281007         8  ov=     800  PARTIAL      n=  51 +13   -0    clean=38   iqr= 12.8  mixed content; label right for clean half -> per-result pins ONLY
  272285         1  ov=     800  UNCLEAR      n=  16 +0    -8    clean=8    iqr=  6.7  shape ambiguous -> read the full --dump
